,gene,chromosome,start,stop,W/C,start_promoter,promoter_median,start_tss,max_frecuency(YPD),freq_total(sum),count_samples(freq),GC_start-100,GC_tss-100,GC_start-200,GC_tss-200,GC_start-300,GC_tss-300,GC_start-400,GC_tss-400,GC_start-500,GC_tss-500,GC_start-600,GC_tss-600
YER147C,SCC4,5,464842.0,462968.0,-1,465442.0,465142.0,464908.0,135.0,714.0,199.0,39.0,38.0,70.0,67.0,103.0,100.0,142.0,136.0,173.0,174.0,212.0,218.0
YER148W,SPT15,5,465303.0,466025.0,1,464703.0,465003.0,465110.0,501.0,1591.0,218.0,34.0,29.0,67.0,66.0,96.0,102.0,134.0,143.0,169.0,182.0,210.0,223.0
YER149C,PEA2,5,467470.0,466208.0,-1,468070.0,467770.0,467521.0,23.0,59.0,29.0,39.0,38.0,78.0,75.0,115.0,113.0,153.0,146.0,191.0,201.0,248.0,251.0
YER150W,SPI1,5,468370.0,468816.0,1,467770.0,468070.0,468335.0,7.0,37.0,47.0,31.0,35.0,71.0,79.0,115.0,126.0,172.0,182.0,210.0,218.0,248.0,252.0
YER151C,UBP3,5,472424.0,469686.0,-1,473024.0,472724.0,472498.0,11.0,97.0,97.0,37.0,32.0,71.0,70.0,111.0,114.0,156.0,161.0,199.0,211.0,253.0,267.0
YER154W,OXA1,5,475020.0,476228.0,1,474420.0,474720.0,475000.0,41.0,173.0,141.0,49.0,46.0,97.0,95.0,144.0,147.0,209.0,207.0,265.0,265.0,317.0,317.0
YER157W,COG3,5,484788.0,487193.0,1,484188.0,484488.0,484765.0,30.0,210.0,92.0,35.0,38.0,76.0,77.0,114.0,109.0,146.0,146.0,182.0,185.0,226.0,231.0
YER159C,BUR6,5,491958.0,491530.0,-1,492558.0,492258.0,492141.0,94.0,1162.0,425.0,29.0,28.0,62.0,58.0,88.0,109.0,121.0,146.0,175.0,177.0,209.0,222.0
YER161C,SPT2,5,500348.0,499347.0,-1,500948.0,500648.0,500386.0,39.0,137.0,61.0,26.0,31.0,60.0,56.0,90.0,92.0,129.0,138.0,179.0,183.0,218.0,222.0
YER162C,RAD4,5,502894.0,500630.0,-1,503494.0,503194.0,502929.0,3.0,26.0,39.0,37.0,38.0,70.0,69.0,116.0,118.0,162.0,165.0,211.0,213.0,250.0,256.0
YER163C,GCG1,5,503782.0,503084.0,-1,504382.0,504082.0,503790.0,43.0,318.0,206.0,39.0,38.0,75.0,72.0,121.0,119.0,164.0,164.0,207.0,207.0,252.0,253.0
YER164W,CHD1,5,505392.0,509798.0,1,504792.0,505092.0,505124.0,1.0,2.0,4.0,27.0,36.0,61.0,68.0,97.0,97.0,135.0,135.0,167.0,175.0,195.0,222.0
YER165W,PAB1,5,510373.0,512106.0,1,509773.0,510073.0,510231.0,559.0,3336.0,691.0,28.0,26.0,56.0,65.0,94.0,94.0,119.0,127.0,156.0,165.0,187.0,211.0
YER167W,BCK2,5,518216.0,520771.0,1,517616.0,517916.0,517926.0,12.0,41.0,31.0,40.0,25.0,70.0,65.0,101.0,107.0,128.0,148.0,169.0,181.0,213.0,229.0
YER168C,CCA1,5,522669.0,521029.0,-1,523269.0,522969.0,522724.0,6.0,118.0,134.0,37.0,32.0,73.0,78.0,122.0,107.0,147.0,145.0,186.0,186.0,223.0,214.0
YER169W,RPH1,5,523369.0,525759.0,1,522769.0,523069.0,523134.0,6.0,65.0,89.0,31.0,39.0,68.0,64.0,107.0,112.0,132.0,144.0,181.0,184.0,217.0,222.0
YER170W,ADK2,5,525974.0,526651.0,1,525374.0,525674.0,525921.0,3.0,26.0,62.0,27.0,34.0,68.0,76.0,115.0,120.0,152.0,161.0,190.0,197.0,233.0,238.0
YER171W,RAD3,5,527082.0,529418.0,1,526482.0,526782.0,526969.0,7.0,141.0,116.0,35.0,21.0,57.0,55.0,88.0,98.0,129.0,129.0,166.0,171.0,205.0,213.0
YER173W,RAD24,5,536300.0,538279.0,1,535700.0,536000.0,536270.0,0.0,0.0,1.0,35.0,36.0,62.0,61.0,94.0,92.0,127.0,129.0,166.0,168.0,202.0,204.0
YER174C,GRX4,5,539168.0,538434.0,-1,539768.0,539468.0,539282.0,3.0,13.0,15.0,34.0,30.0,66.0,70.0,105.0,107.0,144.0,152.0,190.0,189.0,224.0,237.0
YER175C,TMT1,5,540363.0,539464.0,-1,540963.0,540663.0,540382.0,26.0,246.0,151.0,26.0,26.0,55.0,59.0,88.0,89.0,116.0,119.0,148.0,151.0,179.0,186.0
YER176W,ECM32,5,541690.0,545055.0,1,541090.0,541390.0,541648.0,11.0,42.0,27.0,35.0,33.0,68.0,66.0,106.0,104.0,142.0,138.0,172.0,167.0,207.0,205.0
YER177W,BMH1,5,545611.0,546414.0,1,545011.0,545311.0,545572.0,707.0,6598.0,842.0,28.0,36.0,69.0,70.0,110.0,124.0,162.0,182.0,209.0,215.0,256.0,266.0
YER178W,PDA1,5,546817.0,548079.0,1,546217.0,546517.0,546789.0,4900.0,18021.0,532.0,37.0,40.0,84.0,82.0,117.0,112.0,139.0,143.0,191.0,192.0,231.0,235.0
YER179W,DMC1,5,548421.0,549517.0,1,547821.0,548121.0,548392.0,0.0,0.0,3.0,32.0,31.0,73.0,72.0,104.0,102.0,140.0,143.0,184.0,187.0,226.0,227.0
YER180C,ISC10,5,550527.0,549724.0,-1,551127.0,550827.0,550547.0,5.0,20.0,29.0,35.0,35.0,72.0,72.0,108.0,106.0,138.0,138.0,180.0,179.0,229.0,225.0
YER180C-A,SLO1,5,551122.0,550865.0,-1,551722.0,551422.0,551170.0,2.0,6.0,11.0,29.0,37.0,74.0,85.0,114.0,121.0,152.0,156.0,183.0,184.0,216.0,219.0
YER182W,FMP10,5,552525.0,553259.0,1,551925.0,552225.0,552490.0,42.0,225.0,149.0,40.0,32.0,67.0,59.0,99.0,96.0,132.0,121.0,160.0,158.0,202.0,195.0
YER183C,FAU1,5,553969.0,553334.0,-1,554569.0,554269.0,553970.0,126.0,325.0,81.0,24.0,24.0,56.0,57.0,103.0,103.0,137.0,137.0,174.0,175.0,216.0,216.0
YER184C,TOG1,5,558680.0,556296.0,-1,559280.0,558980.0,558754.0,1.0,5.0,14.0,28.0,32.0,56.0,64.0,95.0,109.0,136.0,150.0,182.0,202.0,226.0,233.0
YER185W,PUG1,5,559454.0,560365.0,1,558854.0,559154.0,558961.0,1.0,1.0,5.0,36.0,33.0,67.0,64.0,119.0,93.0,160.0,134.0,205.0,167.0,237.0,212.0
YFL001W,DEG1,6,147131.0,148459.0,1,146531.0,146831.0,147093.0,4.0,18.0,26.0,38.0,35.0,72.0,70.0,116.0,118.0,160.0,156.0,197.0,196.0,237.0,237.0
YFL002C,SPB4,6,146934.0,145114.0,-1,147534.0,147234.0,146950.0,70.0,475.0,184.0,33.0,33.0,72.0,71.0,110.0,112.0,149.0,151.0,191.0,192.0,234.0,235.0
YFL004W,VTC2,6,131810.0,134296.0,1,131210.0,131510.0,131720.0,127.0,821.0,411.0,32.0,41.0,71.0,82.0,112.0,120.0,150.0,150.0,184.0,188.0,219.0,212.0
YFL005W,SEC4,6,130334.0,130981.0,1,129734.0,130034.0,130197.0,67.0,557.0,280.0,31.0,41.0,66.0,80.0,109.0,110.0,142.0,159.0,183.0,206.0,230.0,245.0
YFL008W,SMC1,6,119429.0,123106.0,1,118829.0,119129.0,119388.0,2.0,6.0,8.0,41.0,32.0,72.0,69.0,102.0,92.0,134.0,127.0,165.0,159.0,198.0,193.0
YFL009W,CDC4,6,116145.0,118484.0,1,115545.0,115845.0,115953.0,19.0,125.0,71.0,35.0,43.0,66.0,75.0,111.0,112.0,139.0,162.0,177.0,215.0,229.0,269.0
YFL010C,WWM1,6,115743.0,115108.0,-1,116343.0,116043.0,115772.0,1059.0,4484.0,500.0,28.0,41.0,72.0,75.0,104.0,107.0,138.0,147.0,186.0,198.0,236.0,247.0
YFL013C,IES1,6,109930.0,107852.0,-1,110530.0,110230.0,109963.0,9.0,72.0,73.0,33.0,39.0,70.0,70.0,101.0,105.0,140.0,136.0,168.0,171.0,205.0,199.0
YFL014W,HSP12,6,107256.0,107585.0,1,106656.0,106956.0,107197.0,7.0,14.0,16.0,22.0,29.0,63.0,75.0,107.0,114.0,142.0,156.0,189.0,212.0,248.0,265.0
YFL016C,MDJ1,6,106236.0,104701.0,-1,106836.0,106536.0,106317.0,18.0,81.0,158.0,33.0,35.0,66.0,74.0,109.0,119.0,155.0,177.0,215.0,227.0,261.0,267.0
YFL017C,GNA1,6,104462.0,103983.0,-1,105062.0,104762.0,104473.0,94.0,769.0,321.0,39.0,38.0,56.0,57.0,85.0,88.0,129.0,132.0,177.0,180.0,219.0,222.0
YFL017W-A,SMX2,6,103699.0,103932.0,1,103099.0,103399.0,103684.0,77.0,600.0,251.0,37.0,35.0,79.0,78.0,116.0,115.0,158.0,156.0,183.0,177.0,214.0,213.0
YFL018C,LPD1,6,103127.0,101628.0,-1,103727.0,103427.0,103206.0,156.0,3657.0,1124.0,26.0,27.0,64.0,70.0,99.0,107.0,139.0,145.0,176.0,185.0,217.0,221.0
YFL020C,PAU5,6,99599.0,99231.0,-1,100199.0,99899.0,99714.0,3.0,12.0,22.0,37.0,38.0,70.0,79.0,111.0,123.0,153.0,160.0,194.0,201.0,233.0,232.0
YFL021W,GAT1,6,95966.0,97498.0,1,95366.0,95666.0,95928.0,3.0,17.0,17.0,54.0,53.0,109.0,99.0,153.0,156.0,208.0,205.0,247.0,237.0,291.0,292.0
YFL022C,FRS2,6,95010.0,93499.0,-1,95610.0,95310.0,95069.0,83.0,1983.0,412.0,34.0,29.0,68.0,58.0,102.0,106.0,154.0,147.0,187.0,189.0,236.0,243.0
YFL023W,BUD27,6,90986.0,93376.0,1,90386.0,90686.0,90979.0,13.0,155.0,79.0,36.0,37.0,82.0,82.0,126.0,125.0,164.0,164.0,205.0,204.0,244.0,242.0
YFL024C,EPL1,6,90345.0,87847.0,-1,90945.0,90645.0,90638.0,1.0,6.0,19.0,29.0,43.0,71.0,91.0,111.0,129.0,157.0,166.0,202.0,205.0,239.0,245.0
YFL025C,BST1,6,87234.0,84145.0,-1,87834.0,87534.0,87297.0,2.0,4.0,3.0,35.0,34.0,67.0,65.0,97.0,96.0,127.0,121.0,153.0,155.0,191.0,193.0
YFL026W,STE2,6,82580.0,83875.0,1,81980.0,82280.0,82039.0,3.0,34.0,60.0,32.0,31.0,62.0,69.0,104.0,106.0,145.0,144.0,188.0,183.0,219.0,220.0
YFL027C,GYP8,6,81912.0,80419.0,-1,82512.0,82212.0,81927.0,6.0,25.0,48.0,31.0,32.0,62.0,67.0,109.0,112.0,149.0,156.0,186.0,186.0,217.0,220.0
YFL028C,CAF16,6,80213.0,79344.0,-1,80813.0,80513.0,80235.0,75.0,531.0,197.0,30.0,34.0,61.0,65.0,100.0,102.0,139.0,141.0,184.0,187.0,224.0,223.0
YFL029C,CAK1,6,79161.0,78055.0,-1,79761.0,79461.0,79215.0,2.0,2.0,3.0,40.0,28.0,68.0,64.0,102.0,99.0,135.0,138.0,182.0,181.0,226.0,225.0
YFL030W,AGX1,6,76831.0,77988.0,1,76231.0,76531.0,76827.0,0.0,0.0,18.0,39.0,40.0,86.0,86.0,140.0,139.0,164.0,165.0,215.0,216.0,264.0,264.0
YFL031W,HAC1,6,75179.0,76147.0,1,74579.0,74879.0,75113.0,256.0,477.0,72.0,42.0,29.0,75.0,67.0,116.0,105.0,148.0,140.0,187.0,176.0,216.0,216.0
YFL034C-A,RPL22B,6,64932.0,64243.0,-1,65532.0,65232.0,64974.0,600.0,2459.0,406.0,30.0,25.0,59.0,56.0,94.0,97.0,134.0,135.0,170.0,168.0,209.0,213.0
YFL034C-B,MOB2,6,63993.0,63016.0,-1,64593.0,64293.0,64034.0,5.0,62.0,74.0,37.0,27.0,64.0,51.0,96.0,90.0,127.0,124.0,168.0,165.0,208.0,203.0
YFL036W,RPO41,6,58782.0,62837.0,1,58182.0,58482.0,58563.0,1.0,1.0,1.0,35.0,30.0,75.0,70.0,105.0,111.0,144.0,141.0,185.0,179.0,213.0,203.0
YFL037W,TUB2,6,56336.0,57709.0,1,55736.0,56036.0,56271.0,1712.0,8486.0,490.0,35.0,35.0,76.0,77.0,115.0,114.0,152.0,159.0,196.0,205.0,244.0,251.0
YFL038C,YPT1,6,55986.0,55366.0,-1,56586.0,56286.0,56069.0,177.0,4221.0,945.0,37.0,42.0,84.0,77.0,115.0,114.0,151.0,161.0,199.0,209.0,247.0,259.0
YFL039C,ACT1,6,54696.0,53260.0,-1,55296.0,54996.0,54816.0,786.0,6843.0,1736.0,30.0,32.0,64.0,69.0,98.0,106.0,133.0,141.0,171.0,182.0,209.0,228.0
YFL041W,FET5,6,49139.0,51007.0,1,48539.0,48839.0,49117.0,50.0,232.0,128.0,31.0,29.0,61.0,57.0,97.0,96.0,139.0,139.0,181.0,180.0,218.0,221.0
YFL042C,LAM5,6,47744.0,45720.0,-1,48344.0,48044.0,47777.0,31.0,181.0,130.0,34.0,40.0,81.0,82.0,120.0,121.0,167.0,173.0,213.0,212.0,258.0,261.0
YFL044C,OTU1,6,45560.0,44655.0,-1,46160.0,45860.0,45579.0,11.0,82.0,70.0,34.0,34.0,69.0,70.0,106.0,109.0,149.0,153.0,192.0,193.0,235.0,237.0
YFL045C,SEC53,6,44392.0,43628.0,-1,44992.0,44692.0,44467.0,899.0,3112.0,609.0,32.0,25.0,57.0,59.0,95.0,107.0,141.0,148.0,182.0,187.0,219.0,231.0
YFL046W,FMP32,6,42815.0,43438.0,1,42215.0,42515.0,42797.0,39.0,418.0,264.0,27.0,28.0,57.0,54.0,80.0,81.0,113.0,114.0,148.0,150.0,192.0,192.0
YFL047W,RGD2,6,40421.0,42565.0,1,39821.0,40121.0,40413.0,25.0,149.0,67.0,33.0,30.0,59.0,54.0,87.0,87.0,134.0,133.0,175.0,174.0,216.0,213.0
YFL048C,EMP47,6,40180.0,38843.0,-1,40780.0,40480.0,40202.0,58.0,312.0,151.0,21.0,21.0,50.0,50.0,92.0,91.0,131.0,134.0,181.0,186.0,225.0,227.0
YFL049W,SWP82,6,36803.0,38674.0,1,36203.0,36503.0,36772.0,22.0,160.0,91.0,28.0,30.0,65.0,66.0,98.0,100.0,141.0,147.0,180.0,183.0,218.0,222.0
YFL050C,ALR2,6,35848.0,33272.0,-1,36448.0,36148.0,36631.0,2.0,9.0,17.0,27.0,30.0,61.0,64.0,101.0,98.0,137.0,131.0,174.0,171.0,218.0,209.0
YFL052W,ZNF1,6,28232.0,29629.0,1,27632.0,27932.0,28207.0,4.0,20.0,120.0,33.0,36.0,85.0,88.0,124.0,125.0,161.0,161.0,196.0,197.0,238.0,240.0
YFL053W,DAK2,6,23423.0,25198.0,1,22823.0,23123.0,23208.0,1.0,6.0,7.0,31.0,33.0,60.0,71.0,90.0,113.0,129.0,154.0,173.0,199.0,212.0,238.0
YFL055W,AGP3,6,17004.0,18680.0,1,16404.0,16704.0,16682.0,1.0,7.0,12.0,35.0,38.0,73.0,73.0,109.0,110.0,146.0,146.0,183.0,177.0,220.0,214.0
YFL062W,COS4,6,6426.0,7565.0,1,5826.0,6126.0,6416.0,0.0,0.0,1.0,43.0,46.0,87.0,88.0,122.0,122.0,162.0,160.0,193.0,193.0,229.0,230.0
YFR001W,LOC1,6,149110.0,149724.0,1,148510.0,148810.0,149072.0,19.0,452.0,202.0,26.0,28.0,49.0,49.0,80.0,84.0,119.0,120.0,143.0,139.0,154.0,154.0
YFR002W,NIC96,6,150016.0,152535.0,1,149416.0,149716.0,150009.0,28.0,185.0,77.0,31.0,30.0,65.0,65.0,95.0,95.0,128.0,130.0,160.0,160.0,197.0,198.0
YFR003C,YPI1,6,153124.0,152657.0,-1,153724.0,153424.0,153179.0,6.0,81.0,121.0,42.0,45.0,83.0,77.0,116.0,122.0,163.0,166.0,212.0,212.0,258.0,256.0
YFR004W,RPN11,6,153393.0,154313.0,1,152793.0,153093.0,153344.0,33.0,282.0,124.0,31.0,36.0,73.0,80.0,117.0,126.0,172.0,172.0,205.0,207.0,247.0,249.0
YFR005C,SAD1,6,155873.0,154527.0,-1,156473.0,156173.0,155917.0,8.0,71.0,76.0,35.0,28.0,74.0,75.0,115.0,116.0,156.0,156.0,192.0,190.0,226.0,221.0
YFR007W,YFH7,6,159299.0,160360.0,1,158699.0,158999.0,159279.0,134.0,376.0,119.0,34.0,32.0,61.0,59.0,100.0,100.0,138.0,139.0,175.0,177.0,207.0,204.0
YFR008W,FAR7,6,160535.0,161200.0,1,159935.0,160235.0,160492.0,6.0,38.0,55.0,37.0,39.0,75.0,74.0,113.0,121.0,153.0,156.0,188.0,190.0,221.0,227.0
YFR010W,UBP6,6,165067.0,166566.0,1,164467.0,164767.0,164985.0,28.0,413.0,241.0,34.0,31.0,65.0,66.0,96.0,104.0,136.0,141.0,174.0,182.0,215.0,223.0
YFR011C,MIC19,6,167258.0,166746.0,-1,167858.0,167558.0,167290.0,34.0,220.0,171.0,32.0,30.0,68.0,69.0,110.0,105.0,132.0,134.0,158.0,153.0,186.0,181.0
YFR013W,IOC3,6,169922.0,172285.0,1,169322.0,169622.0,169866.0,7.0,74.0,64.0,35.0,32.0,68.0,71.0,106.0,102.0,136.0,131.0,171.0,170.0,203.0,204.0
YFR014C,CMK1,6,173877.0,172537.0,-1,174477.0,174177.0,173927.0,23.0,257.0,343.0,33.0,46.0,77.0,82.0,106.0,108.0,136.0,145.0,176.0,186.0,226.0,233.0
YFR015C,GSY1,6,176391.0,174265.0,-1,176991.0,176691.0,176480.0,9.0,70.0,148.0,36.0,35.0,76.0,85.0,123.0,134.0,175.0,191.0,231.0,233.0,269.0,269.0
YFR017C,IGD1,6,182861.0,182274.0,-1,183461.0,183161.0,182984.0,5.0,55.0,151.0,48.0,39.0,80.0,90.0,133.0,145.0,190.0,206.0,248.0,252.0,298.0,301.0
YFR021W,ATG18,6,194812.0,196314.0,1,194212.0,194512.0,194718.0,69.0,488.0,183.0,43.0,34.0,74.0,60.0,102.0,99.0,141.0,130.0,171.0,173.0,216.0,214.0
YFR022W,ROG3,6,196833.0,199034.0,1,196233.0,196533.0,196543.0,7.0,69.0,67.0,31.0,30.0,71.0,63.0,117.0,112.0,148.0,161.0,183.0,201.0,229.0,247.0
YFR024C-A,LSB3,6,203433.0,201960.0,-1,204033.0,203733.0,203458.0,15.0,313.0,273.0,39.0,46.0,83.0,80.0,114.0,112.0,150.0,148.0,194.0,196.0,241.0,244.0
YFR025C,HIS2,6,204750.0,203743.0,-1,205350.0,205050.0,204774.0,66.0,418.0,170.0,33.0,32.0,65.0,72.0,114.0,112.0,152.0,152.0,182.0,178.0,213.0,213.0
YFR026C,ULI1,6,206257.0,205748.0,-1,206857.0,206557.0,207241.0,10.0,80.0,91.0,38.0,40.0,75.0,74.0,117.0,111.0,157.0,152.0,202.0,197.0,243.0,241.0
YFR027W,ECO1,6,207452.0,208297.0,1,206852.0,207152.0,207435.0,2.0,5.0,8.0,32.0,36.0,73.0,74.0,113.0,115.0,142.0,146.0,173.0,172.0,204.0,206.0
YFR028C,CDC14,6,210068.0,208413.0,-1,210668.0,210368.0,210126.0,4.0,8.0,11.0,32.0,30.0,66.0,69.0,108.0,116.0,149.0,149.0,184.0,181.0,222.0,227.0
YFR029W,PTR3,6,210937.0,212973.0,1,210337.0,210637.0,210873.0,83.0,241.0,110.0,39.0,36.0,74.0,74.0,114.0,110.0,149.0,145.0,185.0,187.0,229.0,230.0
YFR030W,MET10,6,213312.0,216419.0,1,212712.0,213012.0,213193.0,2.0,8.0,17.0,40.0,43.0,81.0,80.0,124.0,116.0,159.0,163.0,203.0,211.0,253.0,255.0
YFR031C,SMC2,6,220106.0,216594.0,-1,220706.0,220406.0,220141.0,1.0,7.0,12.0,38.0,44.0,84.0,89.0,113.0,108.0,134.0,136.0,180.0,185.0,228.0,233.0
YFR031C-A,RPL2A,6,221418.0,220507.0,-1,222018.0,221718.0,221442.0,180.0,4775.0,1373.0,30.0,38.0,80.0,83.0,132.0,137.0,184.0,186.0,226.0,227.0,257.0,255.0
YFR032C,RRT5,6,222959.0,222090.0,-1,223559.0,223259.0,223036.0,1.0,2.0,4.0,37.0,24.0,64.0,43.0,80.0,83.0,125.0,128.0,170.0,170.0,214.0,216.0
YFR032C-A,RPL29,6,223437.0,223258.0,-1,224037.0,223737.0,223806.0,156.0,2098.0,463.0,42.0,27.0,89.0,67.0,129.0,103.0,162.0,126.0,195.0,151.0,232.0,191.0
YFR033C,QCR6,6,224769.0,224326.0,-1,225369.0,225069.0,224875.0,33.0,293.0,323.0,36.0,57.0,89.0,121.0,154.0,181.0,214.0,242.0,275.0,303.0,337.0,356.0
YFR034C,PHO4,6,225958.0,225020.0,-1,226558.0,226258.0,225993.0,3.0,12.0,32.0,42.0,43.0,86.0,85.0,131.0,133.0,174.0,179.0,226.0,226.0,271.0,264.0
YFR036W,CDC26,6,226963.0,227337.0,1,226363.0,226663.0,226941.0,125.0,547.0,169.0,34.0,34.0,76.0,79.0,121.0,116.0,148.0,145.0,189.0,191.0,241.0,244.0
YFR037C,RSC8,6,229186.0,227513.0,-1,229786.0,229486.0,229216.0,213.0,2661.0,707.0,37.0,36.0,73.0,77.0,129.0,130.0,174.0,172.0,217.0,215.0,256.0,256.0
YFR038W,IRC5,6,229380.0,231941.0,1,228780.0,229080.0,229362.0,33.0,61.0,19.0,36.0,32.0,73.0,73.0,127.0,131.0,175.0,177.0,219.0,220.0,260.0,261.0
YFR039C,OSW7,6,233544.0,232012.0,-1,234144.0,233844.0,233673.0,104.0,302.0,121.0,31.0,33.0,68.0,64.0,96.0,100.0,131.0,138.0,169.0,168.0,199.0,202.0
YFR040W,SAP155,6,234242.0,237250.0,1,233642.0,233942.0,233974.0,1.0,1.0,7.0,35.0,36.0,65.0,67.0,102.0,100.0,138.0,135.0,167.0,175.0,204.0,218.0
YFR041C,ERJ5,6,238255.0,237368.0,-1,238855.0,238555.0,238286.0,4.0,40.0,66.0,25.0,23.0,50.0,57.0,87.0,97.0,128.0,132.0,162.0,165.0,196.0,200.0
YFR042W,KEG1,6,238458.0,239060.0,1,237858.0,238158.0,238410.0,234.0,965.0,241.0,27.0,22.0,51.0,60.0,89.0,91.0,121.0,127.0,158.0,157.0,190.0,195.0
YFR043C,IRC6,6,239827.0,239114.0,-1,240427.0,240127.0,239858.0,5.0,56.0,58.0,32.0,33.0,61.0,66.0,101.0,105.0,146.0,150.0,187.0,191.0,233.0,239.0
YFR044C,DUG1,6,241437.0,239992.0,-1,242037.0,241737.0,241455.0,2392.0,8893.0,815.0,36.0,34.0,67.0,65.0,110.0,106.0,144.0,141.0,175.0,174.0,218.0,214.0
YFR046C,CNN1,6,244159.0,243074.0,-1,244759.0,244459.0,244171.0,15.0,56.0,42.0,27.0,30.0,66.0,69.0,109.0,111.0,152.0,155.0,198.0,201.0,247.0,250.0
YFR047C,BNA6,6,245166.0,244279.0,-1,245766.0,245466.0,245200.0,40.0,1131.0,633.0,33.0,40.0,77.0,80.0,117.0,118.0,152.0,159.0,192.0,196.0,229.0,230.0
YFR048W,RMD8,6,246146.0,248134.0,1,245546.0,245846.0,246094.0,2.0,10.0,33.0,36.0,31.0,60.0,61.0,99.0,96.0,129.0,130.0,168.0,166.0,209.0,207.0
YFR049W,YMR31,6,248523.0,248894.0,1,247923.0,248223.0,248361.0,134.0,902.0,670.0,36.0,35.0,68.0,63.0,107.0,94.0,133.0,130.0,163.0,170.0,195.0,207.0
YFR050C,PRE4,6,249866.0,249066.0,-1,250466.0,250166.0,249919.0,311.0,927.0,303.0,41.0,35.0,72.0,61.0,95.0,94.0,141.0,139.0,185.0,183.0,229.0,229.0
YFR051C,RET2,6,251803.0,250163.0,-1,252403.0,252103.0,251828.0,183.0,2189.0,346.0,37.0,41.0,77.0,77.0,113.0,112.0,159.0,163.0,201.0,203.0,232.0,232.0
YFR052W,RPN12,6,252505.0,253329.0,1,251905.0,252205.0,252499.0,23.0,381.0,301.0,38.0,38.0,68.0,69.0,109.0,111.0,157.0,157.0,192.0,193.0,232.0,231.0
YFR053C,HXK1,6,255049.0,253592.0,-1,255649.0,255349.0,255160.0,12.0,105.0,254.0,29.0,35.0,64.0,79.0,104.0,110.0,139.0,162.0,190.0,212.0,240.0,247.0
YFR055W,IRC7,6,264204.0,265226.0,1,263604.0,263904.0,264179.0,171.0,1757.0,541.0,33.0,33.0,67.0,67.0,94.0,95.0,122.0,125.0,162.0,166.0,203.0,206.0
YGL001C,ERG26,7,496502.0,495453.0,-1,497102.0,496802.0,496599.0,19.0,202.0,161.0,29.0,34.0,65.0,69.0,98.0,91.0,120.0,108.0,137.0,123.0,152.0,154.0
YGL002W,ERP6,7,494517.0,495167.0,1,493917.0,494217.0,494507.0,27.0,208.0,142.0,39.0,40.0,76.0,78.0,117.0,117.0,160.0,160.0,208.0,208.0,250.0,250.0
YGL003C,CDH1,7,494174.0,492474.0,-1,494774.0,494474.0,494277.0,17.0,115.0,128.0,39.0,40.0,77.0,77.0,116.0,117.0,157.0,153.0,193.0,195.0,232.0,235.0
YGL004C,RPN14,7,491956.0,490703.0,-1,492556.0,492256.0,491957.0,6.0,71.0,64.0,33.0,34.0,71.0,71.0,101.0,101.0,136.0,137.0,169.0,169.0,200.0,201.0
YGL005C,COG7,7,490547.0,489708.0,-1,491147.0,490847.0,490576.0,17.0,114.0,82.0,33.0,35.0,69.0,70.0,111.0,116.0,155.0,153.0,196.0,195.0,229.0,231.0
YGL006W,PMC1,7,485921.0,489442.0,1,485321.0,485621.0,485454.0,0.0,0.0,10.0,21.0,42.0,54.0,81.0,89.0,116.0,115.0,149.0,156.0,183.0,204.0,208.0
YGL007W,BRP1,7,483260.0,483637.0,1,482660.0,482960.0,483223.0,2.0,4.0,6.0,36.0,32.0,66.0,74.0,105.0,100.0,129.0,124.0,151.0,148.0,173.0,175.0
YGL008C,PMA1,7,482666.0,479910.0,-1,483266.0,482966.0,482902.0,13.0,224.0,140.0,22.0,25.0,43.0,68.0,68.0,99.0,109.0,137.0,136.0,184.0,174.0,236.0
YGL009C,LEU1,7,478652.0,476313.0,-1,479252.0,478952.0,478723.0,5.0,71.0,78.0,25.0,37.0,69.0,87.0,114.0,126.0,150.0,167.0,191.0,200.0,229.0,240.0
YGL010W,MPO1,7,475545.0,476069.0,1,474945.0,475245.0,475487.0,10.0,126.0,107.0,30.0,39.0,72.0,74.0,103.0,121.0,152.0,161.0,190.0,196.0,234.0,242.0
YGL011C,SCL1,7,475247.0,474489.0,-1,475847.0,475547.0,475272.0,911.0,3599.0,420.0,33.0,41.0,74.0,79.0,104.0,109.0,144.0,148.0,178.0,182.0,218.0,220.0
YGL012W,ERG4,7,472855.0,474276.0,1,472255.0,472555.0,472814.0,170.0,3607.0,586.0,35.0,35.0,79.0,79.0,119.0,119.0,158.0,160.0,198.0,196.0,239.0,246.0
YGL013C,PDR1,7,472298.0,469092.0,-1,472898.0,472598.0,472419.0,1.0,3.0,5.0,37.0,39.0,77.0,83.0,119.0,125.0,159.0,160.0,197.0,205.0,240.0,249.0
YGL014W,PUF4,7,466141.0,468807.0,1,465541.0,465841.0,465720.0,3.0,8.0,11.0,36.0,27.0,64.0,59.0,90.0,98.0,123.0,137.0,155.0,175.0,183.0,218.0
YGL016W,KAP122,7,461666.0,464911.0,1,461066.0,461366.0,461597.0,4.0,35.0,46.0,28.0,36.0,63.0,65.0,94.0,101.0,133.0,142.0,175.0,190.0,218.0,226.0
YGL017W,ATE1,7,459854.0,461365.0,1,459254.0,459554.0,459835.0,13.0,218.0,235.0,30.0,29.0,67.0,67.0,108.0,108.0,151.0,154.0,192.0,190.0,231.0,233.0
